appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
50146,Mafia II DLC: Betrayal of Jimmy,"2K Czech, Feral Interactive (Mac)","2K Games, Feral Interactive (Mac)",,44,64,0,20000,0,0,0,0,999,999,0,0,"Czech, English, French, German, Italian, Polish, Russian, Spanish",Action,"24,6"
50147,Mafia II DLC: Joe's Adventure,"2K Czech, Feral Interactive (Mac)","2K Games, Feral Interactive (Mac)",,203,279,0,20000,0,0,0,0,999,999,0,0,"Czech, English, French, German, Italian, Polish, Russian, Spanish",Action,"50,19,7,5"
50148,TEAM1 DLC #9,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50149,TEAM1 DLC #10,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50203,QA1_0000010_cnt_made_man,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50204,QA1_0000020_cnt_rebel_without_a_cause,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50205,QA1_0000030_cnt_vegas_baby,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50206,QA1_0000050_cnt_rags_to_riches,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50207,QA1_0000060_cnt_joes_adventures,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50208,QA1_0000070_cnt_greaser,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50209,QA1_0000080_cnt_war_hero,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50212,TEAM1 - External QA DLC #8,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50213,QA2_00000a0_cnt_rags_to_riches2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50214,TEAM1 - Full Preview DLC #8,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50215,TEAM1 - Exclusive Review DLC #8,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50219,TEAM1 - External QA2 DLC #9,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50233,QA2_0000010_cnt_made_man,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50234,QA2_0000020_cnt_rebel_without_a_cause,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50235,QA2_0000030_cnt_vegas_baby,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50236,QA2_0000050_cnt_rags_to_riches,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50237,QA2_0000060_cnt_joes_adventures,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50238,QA2_0000070_cnt_greaser,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50239,QA2_0000080_cnt_war_hero,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50253,TEAM1 - Full Preview DLC #1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50254,TEAM1 - Full Preview DLC #2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50255,TEAM1 - Full Preview DLC #3,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50256,TEAM1 - Full Preview DLC #4,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50257,TEAM1 - Full Preview DLC #5,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50258,TEAM1 - Full Preview DLC #6,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50259,TEAM1 - Full Preview DLC #7,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50273,TEAM1 - Exclusive Review DLC #1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50274,TEAM1 - Exclusive Review DLC #2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50275,TEAM1 - Exclusive Review DLC #3,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50276,TEAM1 - Exclusive Review DLC #4,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50277,TEAM1 - Exclusive Review DLC #5,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50278,TEAM1 - Exclusive Review DLC #6,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50279,TEAM1 - Exclusive Review DLC #7,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50280,Mafia II Demo,2K Czech,2K Games,,33609,1960,0,20000,0,0,0,0,0,0,0,8,,Action,"134,010,891,064,918,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
50300,Spec Ops: The Line,YAGER,"2K, Missing Link Games",,43744,3298,0,5000000,230,0,133,0,2999,2999,0,74,"English, French, German, Italian, Japanese, Spanish - Spain","Action, Adventure","1,149,935,870,543,520,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
50310,MLB 2K11,Visual Concepts,2K Sports,,0,0,0,20000,0,0,0,0,0,0,0,6,English,"Simulation, Sports",[]
50400,Mafia II - JAPAN,,,,0,0,0,20000,0,0,0,0,0,0,0,2,,,[]
50409,Mafia II,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50410,Mafia II - Made Man DLC JP,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50411,Mafia II - Renegade DLC JP,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50412,Mafia II - Vegas DLC JP,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50413,Mafia II - Jimmy's Vendetta DLC JP,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50414,Mafia II - Joe's Adventure DLC JP,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50415,Mafia II - Greaser DLC JP,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50416,Mafia II - War Hero DLC JP,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50417,50400 00000a0_cnt_rags_to_riches2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50430,DLCAGE_0000010_cnt_made_man,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50431,DLCAGE_0000020_cnt_rebel_without_a_cause,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50432,DLCAGE_0000030_cnt_vegas_baby,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50433,DLCAGE_0000070_cnt_greaser,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50434,DLCAGE_0000080_cnt_war_hero,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50435,DLCAGE_0000050_cnt_rags_to_riches,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50436,DLCAGE_00000a0_cnt_rags_to_riches2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50437,DLCAGE_0000060_cnt_joes_adventures,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50438,TEAM1 - DLC Age Rating DLC #1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50439,TEAM1 - DLC Age Rating DLC #1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50440,TEAM1 - DLC Age Rating DLC #1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50460,Mafia II: Digital Deluxe Edition,2K Czech,2K Games,,14991,821,0,20000,0,0,0,0,0,0,0,0,"English, French, German, Italian, Spanish, Czech, Polish, Russian",Action,"798,667,621,483,432,384,379,330,285,268,245,228,220,197,151,117,115,112,89,82"
50470,Mafia II Pre-order,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50471,Mafia II Digital Deluxe Pre-order,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50510,Burn Zombie Burn!,doublesix,P2 Games,,70,100,0,100000,257,0,262,0,999,999,0,0,"English, French, German, Italian, Spanish - Spain",Action,"35,20,6,5"
50513,Burn Zombie Burn!: Soundtrack,Doublesix Games,Doublesix Games,,0,0,0,20000,0,0,0,0,499,499,0,0,,,[]
50620,Darksiders,Vigil Games,THQ Nordic,,10268,1214,0,5000000,495,0,164,0,1999,1999,0,35,"English, French, German, Italian, Spanish - Spain, Czech, Japanese, Polish, Russian","Action, Adventure","581,425,398,305,247,231,212,150,133,115,115,101,97,86,85,84,81,79,68,41"
50640,Darksiders,Vigil Games,THQ Nordic,,9181,1092,0,50000,1379,0,1379,0,0,0,0,1,"English, French, German, Italian, Spanish - Spain, Czech, Japanese, Polish, Russian","Action, Adventure","560,408,379,293,235,221,199,144,125,106,104,88,87,77,77,77,76,74,60,42"
50650,Darksiders II,Vigil Games,Nordic Games,,5608,612,0,20000,1034,0,495,0,0,0,0,32,"Czech, Dutch, English, French, German, Italian, Polish, Russian, Spanish - Spain","Action, Adventure, RPG","383,301,289,278,214,200,193,143,126,117,107,95,56,50,46,42,35,33,28,24"
50800,i'm not alone,Pixel Revolution,The Games Company,,0,0,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure",[]
50820,Max and the Magic Marker,Press Play,The Games Company,,39,15,0,20000,0,0,0,0,0,0,0,0,"English, Danish, Dutch, French, German, Italian, Spanish - Spain, Swedish",Indie,"23,9,6,5"
50830,Max and the Magic Marker - Demo,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50900,Professor FizzWhizzle,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
50910,Professor Fizzwizzle and the Molten Mystery,Big Fish Games,Big Fish Games,,26,0,0,20000,0,0,0,0,699,699,0,0,English,Casual,"23,5"
50920,Hidden Expedition: Amazon,Big Fish Games,Big Fish Games,,13,5,0,20000,0,0,0,0,999,999,0,0,English,"Casual, Indie","24,20,9"
50930,Hidden Expedition: Everest,Big Fish Games,Big Fish Games,,4,4,0,20000,0,0,0,0,999,999,0,0,English,Casual,"24,7"
50940,Hidden Expedition: Titanic,Big Fish Games,Big Fish Games,,10,2,0,20000,0,0,0,0,999,999,0,0,English,Casual,"24,12"
50950,Mahjong Towers Eternity,Big Fish Games,Big Fish Games,99,11,3,75,20000,0,0,0,0,999,999,0,5,English,Casual,24
50960,Mystery Case Files: Huntsville,Big Fish Games,Big Fish Games,,37,12,0,20000,0,0,0,0,999,999,0,0,English,Casual,"28,13,6"
50970,Mystery Case Files: Madame Fate,Big Fish Games,Big Fish Games,,34,10,0,20000,0,0,0,0,699,699,0,0,English,Casual,"24,7"
50980,Mystery Case Files: Prime Suspects,Big Fish Games,Big Fish Games,,31,9,0,20000,538,0,538,0,699,699,0,5,English,Casual,"25,8"
50990,Mystery Case Files: Ravenhearst,Big Fish Games,Big Fish Games,,63,6,0,20000,0,0,0,0,999,999,0,0,English,"Adventure, Casual","92,86,82,77,73,67,65,63,61,59,55,51,49,42,37,29,27"
51000,Mystery Case Files: Return to Ravenhearst,Big Fish Games,Big Fish Games,,48,11,0,100000,0,0,0,0,999,999,0,2,English,"Adventure, Casual","26,23,10,7"
51010,My Tribe,Big Fish Games,Big Fish Games,,66,18,0,20000,0,0,0,0,999,999,0,3,English,"Casual, Simulation","24,24"
51020,Unwell Mel,Big Fish Games,Big Fish Games,,10,1,0,20000,0,0,0,0,699,699,0,0,English,Casual,"23,5"
51030,Atlantis Sky Patrol,Big Fish Games,Big Fish Games,,11,1,0,20000,0,0,0,0,999,999,0,0,English,"Casual, Indie","23,21,5"
51040,Fairway Solitaire ,,,,0,0,0,20000,0,0,0,0,0,0,0,2,,,[]
51060,Drawn: The Painted Tower,Big Fish Studios,Big Fish Games,,133,24,0,20000,0,0,0,0,999,999,0,1,English,"Adventure, Casual","32,28,14,14,6"
51100,Tactical Intervention,"FIX Korea, Co.LTD, FIX Games, Co. LTD","FIX Games, Co. LTD",98,9107,4498,63,5000000,95,0,26,0,0,0,0,1,English,"Action, Free to Play","1038,509,472,452,442,267,265,253,190,130,127,123,122,106,103,91,74,74,71,68"
52003,Portal,Valve,Valve,,56620,1154,0,20000,0,0,0,0,999,999,0,0,"English, French, German, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean",Action,"371,421,511,800,167,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
55000,Flotilla,Blendo Games,Blendo Games,,176,35,0,200000,138,0,138,0,999,999,0,0,English,"Adventure, Indie, Strategy","151,146,143,140,136,129,125,122,119,116,110,107,104,101,101,97,95,93,92,87"
55010,Flotilla Demo,Blendo Games,Blendo Games,,168,25,0,20000,0,0,0,0,0,0,0,1,,"Adventure, Strategy, Indie","53,48,42,31,24,24,19,15,14,12,12,12,11,11,11,10,10,10,10,10"
55020,Air Forte,Blendo Games,Blendo Games,,43,34,0,20000,0,0,0,0,999,999,0,0,English,,"25,15,15,13,12,12,11,10,10,10,10,10,10,9"
55030,Air Forte Demo,Blendo Games,Blendo Games,,39,31,0,20000,0,0,0,0,0,0,0,1,,,"25,15,14,13,12,12,11,10,10,10,10,10,10,9"
55040,Atom Zombie Smasher,Blendo Games,Blendo Games,,1658,198,0,500000,298,0,331,0,999,999,0,4,English,"Indie, Strategy","243,238,236,230,227,220,218,214,195,192,189,185,183,181,174,171,167,155,61,42"
55050,Atom Zombie Smasher Demo,Blendo Games,Blendo Games,,1424,181,0,20000,0,0,0,0,0,0,0,1,,,"179,140,131,91,72,56,46,45,40,37,30,24,22,22,21,20,16,12,11,11"
55100,Homefront,"Kaos Studios, Digital Extremes",Deep Silver,,6829,4568,0,5000000,255,0,127,0,1999,1999,0,20,"English, French, German, Italian, Spanish - Spain, Dutch",Action,"273,144,107,96,86,60,53,49,39,29,26,23,22,18,8,7"
55110,Red Faction: Armageddon,Volition,Deep Silver ,,3097,1163,0,2000000,224,0,109,0,1999,1999,0,8,"English, French, German, Italian, Polish, Russian, Spanish - Spain",Action,"188,151,108,104,101,92,90,72,70,66,49,42,36,21,21,20,5"
55112,Red Faction Armageddon: DLC 1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55113,Red Faction: Armageddon - Recon Pack DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55114,Red Faction: Armageddon - Commando Pack DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55115,Red Faction: Armageddon Path to War DLC,Volition,Deep Silver,,37,24,0,20000,0,0,0,0,699,699,0,0,"English, French, German, Italian, Polish, Russian, Spanish - Spain",Action,"22,5"
55130,HOMEFRONT Demo,,,,0,0,0,20000,7,0,13,0,0,0,0,1,,,[]
55140,MX vs. ATV Reflex,"Double Helix Games, Rainbow Studios, THQ Nordic",THQ Nordic,,2573,426,0,500000,568,0,285,0,1999,1999,0,50,"English, French, German, Italian, Spanish - Spain",Racing,"141,61,61,48,42,42,41,39,38,30,28,20,13,7,6"
55150,"Warhammer 40,000: Space Marine - Anniversary Edition",Relic Entertainment,SEGA,,17716,1560,0,5000000,469,0,272,0,5999,5999,0,121,"English, French, German, Italian, Spanish - Spain, Russian",Action,"700,437,362,282,228,225,177,168,165,144,101,96,76,74,69,58,57,54,47,24"
55162,Red Faction Armageddon - Ratings Build DLC 1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55163,Red Faction Armageddon - Ratings Build DLC 2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55164,Red Faction Armageddon - Ratings Build DLC 3,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55180,HOMEFRONT [Dev],,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55182,ValveTestApp55182 DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55190,HOMEFRONT [Alpha],,,,0,0,0,20000,77,0,77,0,0,0,0,0,,,[]
55203,Homefront: Fire Sale Map,"Kaos Studios, Digital Extremes",Crytek GmbH,,10,5,0,20000,0,0,0,0,299,299,0,0,"Dutch, English, French, German, Italian, Spanish - Spain",Action,22
55204,Homefront: The Rock Map Pack,"Kaos Studios, Digital Extremes",Crytek GmbH,,2,0,0,20000,0,0,0,0,299,299,0,0,"Dutch, English, French, German, Italian, Spanish - Spain",Action,22
55205,Homefront: Express 870 Shotgun,"Kaos Studios, Digital Extremes",Crytek GmbH,,32,5,0,20000,0,0,0,0,99,99,0,0,"Dutch, English, French, German, Italian, Spanish - Spain",Action,23
55206,Homefront - Multiplayer Advance Unlock Pack,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55207,Homefront - Camo Skin Pack,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55208,Homefront - Steam Exclusive,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55210,HOMEFRONT - Japanese,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55215,Homefront Japanese - Exclusive Multiplayer Shotgun DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55216,Homefront Japanese - Multiplayer Advance Unlock Pack,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55217,Homefront Japanese - Camo Skin Pack,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
55218,Homefront JPN - Steam Exclusive,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
